2025-09-25 17:14:41,725 p=7132 u=root n=ansible | [DEPRECATION WARNING]: DEFAULT_GATHER_SUBSET option, the module_defaults 
M(ansible.builtin.gather_facts) or M(ansible.builtin.setup) actions, use 
module_defaults instead. This feature will be removed from ansible-core in 
version 2.18. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2025-09-26 08:56:33,567 p=3353 u=root n=ansible | PLAY [Bootstrap common prerequisites] ******************************************
2025-09-26 08:56:33,649 p=3353 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2025-09-26 08:56:58,285 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:56:58,733 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:56:59,209 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:56:59,370 p=3353 u=root n=ansible | TASK [common : Remove old Docker packages] *************************************
2025-09-26 08:57:10,494 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:57:10,539 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:57:14,029 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:57:14,066 p=3353 u=root n=ansible | TASK [common : Remove old Docker repo if exists] *******************************
2025-09-26 08:57:17,762 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:57:17,790 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:57:18,334 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:57:18,378 p=3353 u=root n=ansible | TASK [common : Clean dnf cache] ************************************************
2025-09-26 08:57:23,029 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:57:23,091 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:57:24,329 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:57:24,364 p=3353 u=root n=ansible | TASK [common : Ensure python3 installed] ***************************************
2025-09-26 08:57:25,031 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:57:25,228 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:57:25,255 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:57:25,339 p=3353 u=root n=ansible | TASK [common : Ensure /usr/bin/python symlink points to python3] ***************
2025-09-26 08:57:26,002 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:57:26,262 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:57:26,391 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:57:26,455 p=3353 u=root n=ansible | TASK [common : Install prerequisites] ******************************************
2025-09-26 08:57:45,096 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:57:45,627 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:58:36,320 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:58:36,349 p=3353 u=root n=ansible | TASK [common : Add Docker CE repo (CentOS 9 Stream)] ***************************
2025-09-26 08:58:39,703 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:58:39,830 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:58:39,879 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:58:39,913 p=3353 u=root n=ansible | TASK [common : Install Docker packages] ****************************************
2025-09-26 08:58:45,085 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:58:45,097 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:58:50,520 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:58:50,587 p=3353 u=root n=ansible | TASK [common : Start and enable Docker service] ********************************
2025-09-26 08:58:57,056 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:58:57,076 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:58:59,722 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:58:59,792 p=3353 u=root n=ansible | TASK [common : Wait for Docker socket] *****************************************
2025-09-26 08:59:03,801 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:59:03,914 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:59:04,605 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:04,648 p=3353 u=root n=ansible | TASK [common : Install Python Docker SDK] **************************************
2025-09-26 08:59:10,471 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:59:10,566 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:59:10,903 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:10,933 p=3353 u=root n=ansible | TASK [common : Add user to docker group] ***************************************
2025-09-26 08:59:14,168 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:59:14,214 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:59:14,221 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:14,266 p=3353 u=root n=ansible | TASK [common : Docker login via CLI] *******************************************
2025-09-26 08:59:19,784 p=3353 u=root n=ansible | changed: [test-worker1]
2025-09-26 08:59:20,031 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:59:20,052 p=3353 u=root n=ansible | changed: [test-worker2]
2025-09-26 08:59:20,322 p=3353 u=root n=ansible | PLAY [Initialize Swarm on master] **********************************************
2025-09-26 08:59:20,390 p=3353 u=root n=ansible | TASK [swarm_init : Initialize Docker Swarm if not already part of one] *********
2025-09-26 08:59:22,445 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:22,477 p=3353 u=root n=ansible | TASK [swarm_init : Check if Swarm is active] ***********************************
2025-09-26 08:59:25,235 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:59:25,265 p=3353 u=root n=ansible | TASK [swarm_init : Save worker join token (only if master)] ********************
2025-09-26 08:59:27,404 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:59:27,432 p=3353 u=root n=ansible | TASK [swarm_init : Write join token to file] ***********************************
2025-09-26 08:59:31,178 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:31,282 p=3353 u=root n=ansible | PLAY [Join workers to Swarm] ***************************************************
2025-09-26 08:59:31,377 p=3353 u=root n=ansible | TASK [swarm_join : Check if node is already part of a Swarm] *******************
2025-09-26 08:59:34,608 p=3353 u=root n=ansible | ok: [test-worker1]
2025-09-26 08:59:34,842 p=3353 u=root n=ansible | ok: [test-worker2]
2025-09-26 08:59:34,870 p=3353 u=root n=ansible | TASK [swarm_join : Join worker to Swarm] ***************************************
2025-09-26 08:59:34,948 p=3353 u=root n=ansible | skipping: [test-worker1]
2025-09-26 08:59:34,984 p=3353 u=root n=ansible | skipping: [test-worker2]
2025-09-26 08:59:35,168 p=3353 u=root n=ansible | PLAY [Deploy DB stack on master] ***********************************************
2025-09-26 08:59:35,236 p=3353 u=root n=ansible | TASK [db_stack : Ensure /opt/wordpress directory exists] ***********************
2025-09-26 08:59:37,249 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:37,294 p=3353 u=root n=ansible | TASK [db_stack : Deploy DB stack] **********************************************
2025-09-26 08:59:40,571 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:40,601 p=3353 u=root n=ansible | TASK [db_stack : Start DB stack] ***********************************************
2025-09-26 08:59:46,730 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:59:46,928 p=3353 u=root n=ansible | PLAY [Deploy WordPress stack on Swarm] *****************************************
2025-09-26 08:59:47,020 p=3353 u=root n=ansible | TASK [wordpress_stack : Deploy WordPress stack] ********************************
2025-09-26 08:59:51,415 p=3353 u=root n=ansible | ok: [test-master]
2025-09-26 08:59:51,468 p=3353 u=root n=ansible | TASK [wordpress_stack : Start WordPress stack] *********************************
2025-09-26 08:59:59,364 p=3353 u=root n=ansible | changed: [test-master]
2025-09-26 08:59:59,567 p=3353 u=root n=ansible | PLAY RECAP *********************************************************************
2025-09-26 08:59:59,568 p=3353 u=root n=ansible | test-master                : ok=23   changed=10   unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-09-26 08:59:59,568 p=3353 u=root n=ansible | test-worker1               : ok=15   changed=6    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2025-09-26 08:59:59,568 p=3353 u=root n=ansible | test-worker2               : ok=15   changed=6    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2025-09-26 09:16:46,751 p=8767 u=root n=ansible | [DEPRECATION WARNING]: DEFAULT_GATHER_SUBSET option, the module_defaults keyword is a more generic version and can apply to all calls to the 
M(ansible.builtin.gather_facts) or M(ansible.builtin.setup) actions, use module_defaults instead. This feature will be removed from ansible-core in version 
2.18. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-09-26 09:16:53,056 p=8767 u=root n=ansible | Encryption successful
2025-09-26 09:18:22,755 p=8831 u=root n=ansible | ERROR! input is already encrypted
2025-09-26 09:18:32,499 p=8844 u=root n=ansible | PLAY [Bootstrap common prerequisites] ************************************************************************************************************************
2025-09-26 09:18:32,590 p=8844 u=root n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************************
2025-09-26 09:18:54,077 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:18:54,281 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:18:54,970 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:18:55,307 p=8844 u=root n=ansible | TASK [common : Remove old Docker packages] *******************************************************************************************************************
2025-09-26 09:19:01,791 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:19:01,854 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:19:04,179 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:19:04,231 p=8844 u=root n=ansible | TASK [common : Remove old Docker repo if exists] *************************************************************************************************************
2025-09-26 09:19:07,983 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:19:07,984 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:19:08,404 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:19:08,515 p=8844 u=root n=ansible | TASK [common : Clean dnf cache] ******************************************************************************************************************************
2025-09-26 09:19:13,190 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:19:13,204 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:19:14,306 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:19:14,409 p=8844 u=root n=ansible | TASK [common : Ensure python3 installed] *********************************************************************************************************************
2025-09-26 09:19:14,872 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:19:14,889 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:19:15,005 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:19:15,128 p=8844 u=root n=ansible | TASK [common : Ensure /usr/bin/python symlink points to python3] *********************************************************************************************
2025-09-26 09:19:15,771 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:19:15,801 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:19:15,827 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:19:15,944 p=8844 u=root n=ansible | TASK [common : Install prerequisites] ************************************************************************************************************************
2025-09-26 09:19:34,184 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:19:34,699 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:20:19,423 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:20:19,513 p=8844 u=root n=ansible | TASK [common : Add Docker CE repo (CentOS 9 Stream)] *********************************************************************************************************
2025-09-26 09:20:23,584 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:20:23,627 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:20:23,963 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:20:24,082 p=8844 u=root n=ansible | TASK [common : Install Docker packages] **********************************************************************************************************************
2025-09-26 09:20:29,758 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:20:29,945 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:20:32,967 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:20:33,089 p=8844 u=root n=ansible | TASK [common : Start and enable Docker service] **************************************************************************************************************
2025-09-26 09:20:38,136 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:20:38,279 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:20:38,514 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:20:38,628 p=8844 u=root n=ansible | TASK [common : Open ports for Docker Swarm] ******************************************************************************************************************
2025-09-26 09:20:43,405 p=8844 u=root n=ansible | changed: [test-worker1] => (item=2377/tcp)
2025-09-26 09:20:43,423 p=8844 u=root n=ansible | ok: [test-master] => (item=2377/tcp)
2025-09-26 09:20:43,983 p=8844 u=root n=ansible | changed: [test-worker2] => (item=2377/tcp)
2025-09-26 09:20:47,965 p=8844 u=root n=ansible | ok: [test-master] => (item=7946/tcp)
2025-09-26 09:20:48,166 p=8844 u=root n=ansible | changed: [test-worker1] => (item=7946/tcp)
2025-09-26 09:20:48,312 p=8844 u=root n=ansible | changed: [test-worker2] => (item=7946/tcp)
2025-09-26 09:20:52,746 p=8844 u=root n=ansible | ok: [test-master] => (item=7946/udp)
2025-09-26 09:20:52,992 p=8844 u=root n=ansible | changed: [test-worker1] => (item=7946/udp)
2025-09-26 09:20:53,364 p=8844 u=root n=ansible | changed: [test-worker2] => (item=7946/udp)
2025-09-26 09:20:57,214 p=8844 u=root n=ansible | changed: [test-worker1] => (item=4789/udp)
2025-09-26 09:20:57,282 p=8844 u=root n=ansible | changed: [test-worker2] => (item=4789/udp)
2025-09-26 09:20:57,676 p=8844 u=root n=ansible | ok: [test-master] => (item=4789/udp)
2025-09-26 09:20:57,801 p=8844 u=root n=ansible | TASK [common : Reload firewalld] *****************************************************************************************************************************
2025-09-26 09:21:03,629 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:21:03,760 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:21:05,425 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:21:05,572 p=8844 u=root n=ansible | TASK [common : Wait for Docker socket] ***********************************************************************************************************************
2025-09-26 09:21:11,439 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:21:11,492 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:21:11,784 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:21:11,853 p=8844 u=root n=ansible | TASK [common : Install Python Docker SDK] ********************************************************************************************************************
2025-09-26 09:21:18,961 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:21:19,207 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:21:20,243 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:21:20,330 p=8844 u=root n=ansible | TASK [common : Add user to docker group] *********************************************************************************************************************
2025-09-26 09:21:25,214 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:21:25,486 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:21:26,527 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:21:26,637 p=8844 u=root n=ansible | TASK [common : Docker login via CLI] *************************************************************************************************************************
2025-09-26 09:21:33,688 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:21:33,827 p=8844 u=root n=ansible | changed: [test-worker1]
2025-09-26 09:21:34,111 p=8844 u=root n=ansible | changed: [test-worker2]
2025-09-26 09:21:36,088 p=8844 u=root n=ansible | PLAY [Initialize Swarm on master] ****************************************************************************************************************************
2025-09-26 09:21:36,231 p=8844 u=root n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************************
2025-09-26 09:21:58,004 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:21:58,144 p=8844 u=root n=ansible | TASK [swarm_init : Initialize Docker Swarm if not already part of one] ***************************************************************************************
2025-09-26 09:22:00,928 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:22:00,982 p=8844 u=root n=ansible | TASK [swarm_init : Check if Swarm is active] *****************************************************************************************************************
2025-09-26 09:22:04,379 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:22:04,439 p=8844 u=root n=ansible | TASK [swarm_init : Save worker join token (only if master)] **************************************************************************************************
2025-09-26 09:22:07,247 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:22:07,306 p=8844 u=root n=ansible | TASK [swarm_init : Write join token to file] *****************************************************************************************************************
2025-09-26 09:22:12,527 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:22:13,007 p=8844 u=root n=ansible | PLAY [Join workers to Swarm] *********************************************************************************************************************************
2025-09-26 09:22:13,082 p=8844 u=root n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************************
2025-09-26 09:22:35,079 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:22:35,175 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:22:35,581 p=8844 u=root n=ansible | TASK [swarm_join : Check if node is already part of a Swarm] *************************************************************************************************
2025-09-26 09:22:39,927 p=8844 u=root n=ansible | ok: [test-worker1]
2025-09-26 09:22:40,302 p=8844 u=root n=ansible | ok: [test-worker2]
2025-09-26 09:22:40,403 p=8844 u=root n=ansible | TASK [swarm_join : Join worker to Swarm] *********************************************************************************************************************
2025-09-26 09:22:40,527 p=8844 u=root n=ansible | skipping: [test-worker1]
2025-09-26 09:22:40,595 p=8844 u=root n=ansible | skipping: [test-worker2]
2025-09-26 09:22:41,328 p=8844 u=root n=ansible | PLAY [Deploy DB stack on master] *****************************************************************************************************************************
2025-09-26 09:22:41,458 p=8844 u=root n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************************
2025-09-26 09:23:03,265 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:23:03,589 p=8844 u=root n=ansible | TASK [db_stack : Ensure /opt/wordpress directory exists] *****************************************************************************************************
2025-09-26 09:23:07,326 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:23:07,445 p=8844 u=root n=ansible | TASK [db_stack : Deploy DB stack] ****************************************************************************************************************************
2025-09-26 09:23:12,694 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:23:12,752 p=8844 u=root n=ansible | TASK [db_stack : Start DB stack] *****************************************************************************************************************************
2025-09-26 09:23:19,466 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:23:19,940 p=8844 u=root n=ansible | PLAY [Deploy WordPress stack on Swarm] ***********************************************************************************************************************
2025-09-26 09:23:20,080 p=8844 u=root n=ansible | TASK [Gathering Facts] ***************************************************************************************************************************************
2025-09-26 09:23:40,572 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:23:40,789 p=8844 u=root n=ansible | TASK [wordpress_stack : Deploy WordPress stack] **************************************************************************************************************
2025-09-26 09:23:46,025 p=8844 u=root n=ansible | ok: [test-master]
2025-09-26 09:23:46,120 p=8844 u=root n=ansible | TASK [wordpress_stack : Start WordPress stack] ***************************************************************************************************************
2025-09-26 09:23:53,037 p=8844 u=root n=ansible | changed: [test-master]
2025-09-26 09:23:53,503 p=8844 u=root n=ansible | PLAY RECAP ***************************************************************************************************************************************************
2025-09-26 09:23:53,504 p=8844 u=root n=ansible | test-master                : ok=28   changed=11   unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-09-26 09:23:53,504 p=8844 u=root n=ansible | test-worker1               : ok=18   changed=8    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2025-09-26 09:23:53,504 p=8844 u=root n=ansible | test-worker2               : ok=18   changed=8    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
